population	serotype	average	Set1	Set2	Set3
aNSC	AAVpo1_P2	0.13030652660032077	0.03234268972184951	0.09905628357243129	0.2595206065066815
aNSC	AAV6_P2	0.11892340994721373	0.35648491006406524	2.8531977757597206e-4	0
aNSC	AAV1_P4	0.09778329541608168	0.06292138458227885	0.17955339888393568	0.05087510278203049
aNSC	AAV1_P5	0.09679198348727308	0.07030000071105932	0.10467763425473937	0.11539831549602056
aNSC	AAV9_A2	0.08835828847424425	0.07357894205743667	0.09096828143847567	0.10052764192682039
aNSC	AAV6_WT	0.06688363189807692	0.10275618564473454	0.0421720363708213	0.055722673678674915
aNSC	AAV7_P4	0.05020156121390685	0.031648335438340613	0.05290375023866173	0.0660525979647182
aNSC	AAVrh10_A2	0.027661363491989777	0.03470490566607756	0.02662124335042803	0.021657941459463734
aNSC	AAV9_P4	0.023207366553731186	0.02137519914669263	0.02486667213059243	0.023380228383908495
aNSC	AAV7_A2	0.023074822648628934	0.020657046287726785	0.027298984976292823	0.02126843668186719
aNSC	AAV6_P4	0.02210523150090239	2.1036725213216705e-4	0.026822144385540453	0.03928318286503455
aNSC	AAV7_P2	0.0210388700352611	0.022220900209616593	0.02682443136753784	0.014071278528628875
aNSC	AAV1_P2	0.019327633829766766	4.960814840167164e-4	0.053358179337532896	0.004128640667750689
aNSC	AAV1_WT	0.01883603287754041	0.008594862772917685	0.017277487881918196	0.03063574797778535
aNSC	AAV1_A6	0.017700452034446708	0.030559610813410167	4.7899892860891867e-4	0.02206274636132104
aNSC	AAVrh10_P2	0.016561983950980217	0.014231328791021125	0.008695136102546736	0.026759486959372792
aNSC	AAV9_A6	0.013054273178513869	0.006309296658637135	0.016524671897576677	0.01632885097932779
aNSC	AAV7_A1	0.01002285884011831	0.0040669574420432435	0.020900986605714798	0.005100632472596889
aNSC	AAV7_A6	0.00910263515644363	0.006147098047976291	0.009921084021452137	0.011239723399902462
aNSC	AAVrh10_P4	0.00895881710121974	0.00867220066858117	0.011595568226151534	0.006608682408926517
aNSC	AAV1_A2	0.008844519930987577	2.4263908124596705e-4	0.023808784584599507	0.0024821361271172566
aNSC	AAV8_P4	0.008410814080595302	0.00831386807228467	0.010522217833978408	0.006396356335522831
aNSC	AAVpo1_A2	0.008101682357236229	0.003593195833453805	0.01797619029228241	0.002735660945972474
aNSC	AAV7_P5	0.007514318710972668	0.0056362261477057255	0.007672435615377038	0.00923429436983524
aNSC	AAV8_P2	0.006947802447643232	0.005232445523340224	0.007256768600730155	0.008354193218859315
aNSC	AAV5_A2	0.006809319676544085	0.006109611074149432	0.005169139699983895	0.009149208255498927
aNSC	AAVpo1_A6	0.006583833704224267	0.006586121415759023	0.00698118147772359	0.0061841982191901896
aNSC	AAV9_A1	0.006391172245465134	0.007215001846737137	0.007812142818794424	0.00414637207086384
aNSC	AAV5_A6	0.0056156618782901	0.0027945216404868913	0.00323042243984208	0.010822041554541329
aNSC	AAV8_A2	0.005234998763545207	0.0014693209833681832	0.008298398354826958	0.0059372769524404815
aNSC	AAVrh10_A6	0.004941001566293926	0.004592242231802073	0.0077534790159350005	0.0024772834511447056
aNSC	AAV9_P5	0.0045038177109834	0.0060045632708103595	0.004839708294366875	0.002667181567772965
aNSC	AAV6_P5	0.0039058434319146273	6.187687792297622e-5	0.011591282089012745	6.437132880816108e-5
aNSC	AAV1_A1	0.003600832367322781	1.7567830953154917e-5	0.007476965075258026	0.003307964195757163
aNSC	AAV8_P5	0.003472143380927628	0.0011034564251582346	0.0042307855816767475	0.005082188135947902
aNSC	AAVrh10_P5	0.003059647349853323	0.0039995994242905675	0.003815791611940496	0.0013635510133289052
aNSC	AAVpo1_P4	0.0030273833395620983	0.0018022951254458598	0.003829454625994528	0.0034504002672459074
aNSC	AAV9_WT	0.0024436132805437352	0.0031910288886653174	0.0012051021500410933	0.002934708802924795
aNSC	AAV8_A6	0.0020547941637885482	0.003266899050125661	0.0019000129267665862	9.974705144733967e-4
aNSC	AAV4_A1	0.0020029735468570565	0.00570266224911114	2.6761145909983403e-5	2.794972455500453e-4
aNSC	AAV7_WT	0.0018306469702435207	0.0017973129094178935	0.0010247253605354934	0.0026699026407771753
aNSC	AAVrh10_A1	0.0016469874949183775	0.003925584354759335	2.9188398807335065e-5	9.861897311884622e-4
aNSC	AAV3_P4	0.001622588367699743	9.842608884718567e-4	5.528173086153662e-4	0.0033306869060120057
aNSC	AAV4_P5	0.0012484718462948798	5.143927567633432e-6	2.6472596696892648e-5	0.0037137990146201135
aNSC	AAV2_A2	0.0010802544493923464	0.0018545640387993409	8.291756714227213e-4	5.570236379549768e-4
